OBJECTID,DC_DIST,SECTOR,DISPATCH_DATE_TIME,LOCATION_BLOCK,UCR_GENERAL,TEXT_GENERAL_CODE,DIV_NAME,PSA_NUM,UCR_CATEGORY,UCR_Type,DISPATCH_DATE_TIME_MS,HH,MM,SS,SSS,x,y
624,24,2,10/20/2017 5:23:00 PM,1800 BLOCK HART LA,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,10/20/2017 5:23:59 PM,13,23,59,685,-75.1216,39.992
625,24,2,8/15/2017 10:49:00 PM,1900 BLOCK E WISHART ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,8/15/2017 10:49:59 PM,18,49,59,686,-75.1127,39.9944
626,24,2,3/14/2017 11:53:00 AM,1900 BLOCK E ORLEANS ST,600,Thefts,EPD,242,Property Crime,Larceny,3/14/2017 11:53:59 AM,7,53,59,695,-75.1173,39.9925
627,24,2,9/17/2017 10:42:00 AM,3100 BLOCK RORER ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,9/17/2017 10:42:59 AM,6,42,59,705,-75.1205,39.9968
628,24,2,3/14/2017 11:30:00 AM,3100 BLOCK JASPER ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,3/14/2017 11:30:59 AM,7,30,59,705,-75.1129,39.9949
629,24,2,9/7/2017 1:53:00 AM,800 BLOCK E ALLEGHENY AV,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,9/7/2017 1:53:59 AM,21,53,59,705,-75.1154,39.9967
630,24,2,5/7/2017 2:19:00 PM,3000 BLOCK HARTVILLE ST,100,Homicide - Criminal,EPD,242,Violent Crime,Murder,5/7/2017 2:19:59 PM,10,19,59,709,-75.1205,39.9943
631,24,2,11/14/2017 6:54:00 PM,1800 BLOCK E CLEMENTINE ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,11/14/2017 6:54:59 PM,13,54,59,711,-75.1138,39.9944
632,24,2,2/2/2017 12:56:00 PM,3100 BLOCK G ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,2/2/2017 12:56:59 PM,7,56,59,720,-75.1158,39.9952
633,24,2,10/31/2017 11:35:00 PM,3100 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,10/31/2017 11:35:59 PM,19,35,59,724,-75.1133,39.9965
634,24,2,8/17/2017 8:25:00 PM,3100 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,8/17/2017 8:25:59 PM,16,25,59,737,-75.1158,39.9952
635,24,2,10/17/2017 2:19:00 PM,3100 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,10/17/2017 2:19:59 PM,10,19,59,738,-75.1135,39.9964
636,24,2,10/9/2017 7:16:00 PM,3000 BLOCK D ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,10/9/2017 7:16:59 PM,15,16,59,742,-75.1218,39.9951
637,24,2,7/17/2017 4:57:00 AM,2900 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,7/17/2017 4:57:59 AM,0,57,59,746,-75.1203,39.9927
638,24,2,6/18/2017 12:23:00 PM,3000 BLOCK RUTH ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,6/18/2017 12:23:59 PM,8,23,59,751,-75.1164,39.9943
639,24,2,6/10/2017 12:41:00 AM,600 BLOCK E ALLEGHENY AV,600,Thefts,EPD,242,Property Crime,Larceny,6/10/2017 12:41:59 AM,20,41,59,754,-75.1193,39.9972
640,24,2,1/4/2017 6:20:00 PM,2800 BLOCK KENSINGTON AV,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,1/4/2017 6:20:59 PM,13,20,59,758,-75.1207,39.9924
641,24,2,4/4/2017 4:22:00 AM,2900 BLOCK E ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,4/4/2017 4:22:59 AM,0,22,59,761,-75.1203,39.9932
642,24,2,9/18/2017 11:09:00 AM,1800 BLOCK E CLEARFIELD ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,9/18/2017 11:09:59 AM,7,9,59,766,-75.1152,39.9944
643,24,2,8/26/2017 6:56:00 PM,2000 BLOCK E STELLA ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,8/26/2017 6:56:59 PM,14,56,59,770,-75.1156,39.9916
644,24,2,4/16/2017 6:44:00 PM,3000 BLOCK GRANSBACK ST,600,Thefts,EPD,242,Property Crime,Larceny,4/16/2017 6:44:59 PM,14,44,59,770,-75.1214,39.9946
645,24,2,8/5/2017 10:15:00 AM,2800 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,8/5/2017 10:15:59 AM,6,15,59,780,-75.1213,39.9922
646,24,2,2/24/2017 2:36:00 AM,3100 BLOCK JASPER ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,2/24/2017 2:36:59 AM,21,36,59,785,-75.1133,39.9945
647,24,2,10/31/2017 11:17:00 PM,3100 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,10/31/2017 11:17:59 PM,19,17,59,791,-75.1133,39.9965
648,24,2,11/13/2017 5:23:00 AM,600 BLOCK E CLEARFIELD ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,11/13/2017 5:23:59 AM,0,23,59,793,-75.119,39.9956
649,24,2,3/15/2017 2:07:00 AM,700 BLOCK E ALLEGHENY AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,3/15/2017 2:07:59 AM,22,7,59,808,-75.1174,39.997
650,24,2,7/29/2017 10:46:00 PM,3100 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,7/29/2017 10:46:59 PM,18,46,59,808,-75.1151,39.9954
651,24,2,12/19/2017 9:41:00 PM,3100 BLOCK HARTVILLE ST,100,Homicide - Criminal,EPD,242,Violent Crime,Murder,12/19/2017 9:41:59 PM,16,41,59,813,-75.1201,39.9961
652,24,2,12/1/2017 11:30:00 AM,1900 BLOCK E WISHART ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,12/1/2017 11:30:59 AM,6,30,59,824,-75.1126,39.9944
653,24,2,11/19/2017 10:24:00 PM,3100 BLOCK EMERALD ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,11/19/2017 10:24:59 PM,17,24,59,834,-75.1138,39.993
654,24,2,5/9/2017 9:46:00 PM,3100 BLOCK KENSINGTON AV,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,5/9/2017 9:46:59 PM,17,46,59,841,-75.1158,39.9952
655,24,2,7/7/2017 7:59:00 PM,700 BLOCK E CLEARFIELD ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,7/7/2017 7:59:59 PM,15,59,59,859,-75.1171,39.9954
656,24,2,8/12/2017 1:44:00 AM,2900 BLOCK KENSINGTON AVE,500,Burglary Residential,EPD,242,Property Crime,Burglary,8/12/2017 1:44:59 AM,21,44,59,859,-75.1189,39.9934
657,24,2,7/12/2017 2:33:00 AM,800 BLOCK E ALLEGHENY AVEALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,7/12/2017 2:33:59 AM,22,33,59,863,-75.1154,39.9967
658,24,2,1/6/2017 5:10:00 AM,3000 BLOCK RORER ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,1/6/2017 5:10:59 AM,0,10,59,867,-75.121,39.9944
659,24,2,3/30/2017 4:27:00 AM,2800 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,3/30/2017 4:27:59 AM,0,27,59,877,-75.1211,39.9922
660,24,2,8/23/2017 4:51:00 PM,3000 BLOCK RUTH ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,8/23/2017 4:51:59 PM,12,51,59,899,-75.1175,39.9936
661,24,2,8/24/2017 4:00:00 AM,3000 BLOCK KENSINGTON AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,8/24/2017 4:00:59 AM,0,0,59,900,-75.1182,39.9938
662,24,2,5/22/2017 3:33:00 AM,3100 BLOCK KENSINGTON AVE,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,5/22/2017 3:33:59 AM,23,33,59,906,-75.1147,39.9957
663,24,2,7/25/2017 4:31:00 PM,800 BLOCK E ALLEGHENY AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,7/25/2017 4:31:59 PM,12,31,59,907,-75.1154,39.9967
664,24,2,12/15/2017 5:00:00 PM,3100 BLOCK FRANKFORD AVE,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,12/15/2017 5:00:59 PM,12,0,59,907,-75.1128,39.9918
665,24,2,3/17/2017 3:34:00 PM,1800 BLOCK E ORLEANS ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,3/17/2017 3:34:59 PM,11,34,59,919,-75.1178,39.9933
666,24,2,5/7/2017 10:47:00 AM,1800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,5/7/2017 10:47:59 AM,6,47,59,921,-75.1134,39.9965
667,24,2,1/11/2017 4:35:00 PM,3100 BLOCK REACH ST,600,Thefts,EPD,242,Property Crime,Larceny,1/11/2017 4:35:59 PM,11,35,59,922,-75.116,39.9968
668,24,2,7/9/2017 3:20:00 AM,2000 BLOCK E ELKHART ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,7/9/2017 3:20:59 AM,23,20,59,922,-75.1147,39.9919
669,24,2,5/12/2017 12:02:00 AM,3000 BLOCK RUTH ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,5/12/2017 12:02:59 AM,20,2,59,925,-75.1179,39.9934
670,24,2,2/15/2017 3:21:00 PM,3100 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,2/15/2017 3:21:59 PM,10,21,59,927,-75.1152,39.9956
671,24,2,11/5/2017 8:02:00 PM,F ST / E CLEMENTINE ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,11/5/2017 8:02:59 PM,15,2,59,929,-75.1176,39.9958
672,24,2,7/20/2017 1:28:00 AM,2900 BLOCK RUTH ST,600,Thefts,EPD,242,Property Crime,Larceny,7/20/2017 1:28:59 AM,21,28,59,935,-75.1186,39.993
673,24,2,9/4/2017 2:49:00 PM,3100 BLOCK G ST,600,Thefts,EPD,242,Property Crime,Larceny,9/4/2017 2:49:59 PM,10,49,59,935,-75.1155,39.996
674,24,2,5/9/2017 9:01:00 AM,3100 BLOCK RUTH ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,5/9/2017 9:01:59 AM,5,1,59,940,-75.1152,39.9949
675,24,2,3/17/2017 12:30:00 PM,2900 BLOCK D ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,3/17/2017 12:30:59 PM,8,30,59,941,-75.122,39.9938
676,24,2,4/8/2017 11:35:00 AM,3000 BLOCK FRANKFORD AVE,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,4/8/2017 11:35:59 AM,7,35,59,944,-75.1137,39.9913
677,24,2,5/10/2017 12:23:00 PM,1800 BLOCK E CLEARFIELD ST,600,Thefts,EPD,242,Property Crime,Larceny,5/10/2017 12:23:59 PM,8,23,59,950,-75.1158,39.9951
678,24,2,5/10/2017 4:04:00 PM,2800 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,5/10/2017 4:04:59 PM,12,4,59,950,-75.1214,39.9921
679,24,2,2/10/2017 11:00:00 AM,RUTH ST / E CLEARFIELD ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,2/10/2017 11:00:59 AM,6,0,59,952,-75.1155,39.9947
680,24,2,11/15/2017 9:18:00 AM,800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,11/15/2017 9:18:59 AM,4,18,59,959,-75.1154,39.9967
681,24,2,7/13/2017 4:14:00 PM,2900 BLOCK D ST,600,Thefts,EPD,242,Property Crime,Larceny,7/13/2017 4:14:59 PM,12,14,59,971,-75.1221,39.9934
682,24,2,9/12/2017 12:42:00 AM,3000 BLOCK E ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,9/12/2017 12:42:59 AM,20,42,59,974,-75.12,39.9942
683,24,2,10/10/2017 2:51:00 PM,3100 BLOCK F ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,10/10/2017 2:51:59 PM,10,51,59,975,-75.1178,39.9954
684,24,2,2/11/2017 7:22:00 AM,1900 BLOCK E BIRCH ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,2/11/2017 7:22:59 AM,2,22,59,977,-75.1179,39.9921
685,24,2,11/12/2017 10:39:00 PM,2900 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,11/12/2017 10:39:59 PM,17,39,59,978,-75.1183,39.9939
686,24,2,8/1/2017 12:36:00 PM,2900 BLOCK KENSINGTON AVE,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,8/1/2017 12:36:59 PM,8,36,59,981,-75.119,39.9934
687,24,2,5/19/2017 4:33:00 PM,3000 BLOCK EMERALD ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,5/19/2017 4:33:59 PM,12,33,59,982,-75.1154,39.9921
688,24,2,3/13/2017 12:23:00 AM,600 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,3/13/2017 12:23:59 AM,20,23,59,986,-75.1181,39.9971
689,24,2,8/10/2017 3:38:00 PM,500 BLOCK E CAMBRIA ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,8/10/2017 3:38:59 PM,11,38,59,987,-75.1207,39.9928
690,24,2,4/18/2017 2:17:00 PM,500 BLOCK E INDIANA AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,4/18/2017 2:17:59 PM,10,17,59,997,-75.1219,39.9944
691,24,2,4/26/2017 4:11:00 PM,3100 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,4/26/2017 4:11:00 PM,12,11,0,13,-75.1143,39.9959
692,24,2,8/19/2017 10:21:00 AM,1900 BLOCK E MONMOUTH ST,600,Thefts,EPD,242,Property Crime,Larceny,8/19/2017 10:21:00 AM,6,21,0,21,-75.1184,39.9917
693,24,2,4/22/2017 10:02:00 PM,3100 BLOCK EMERALD ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,4/22/2017 10:02:00 PM,18,2,0,31,-75.1136,39.9931
694,24,2,11/4/2017 1:34:00 PM,600 BLOCK E CLEMENTINE ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,11/4/2017 1:34:00 PM,9,34,0,34,-75.1179,39.9958
695,24,2,11/7/2017 3:35:00 PM,2800 BLOCK KENSINGTON AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,11/7/2017 3:35:00 PM,10,35,0,35,-75.1208,39.9924
696,24,2,4/8/2017 8:41:00 AM,1900 BLOCK E BIRCH ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,4/8/2017 8:41:00 AM,4,41,0,40,-75.1179,39.992
697,24,2,11/2/2017 12:02:00 PM,3000 BLOCK E ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,11/2/2017 12:02:00 PM,8,2,0,40,-75.1199,39.995
698,24,2,7/3/2017 1:12:00 PM,500 BLOCK E INDIANA AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,7/3/2017 1:12:00 PM,9,12,0,40,-75.1219,39.9944
699,24,2,4/10/2017 5:33:00 PM,600 BLOCK E CLEARFIELD ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,4/10/2017 5:33:00 PM,13,33,0,43,-75.1194,39.9957
700,24,2,5/11/2017 10:57:00 PM,3100 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,5/11/2017 10:57:00 PM,18,57,0,52,-75.1158,39.9952
701,24,2,5/20/2017 10:39:00 AM,1800 BLOCK E CLEMENTINE ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,5/20/2017 10:39:00 AM,6,39,0,53,-75.1146,39.9954
702,24,2,3/10/2017 5:33:00 PM,1900 BLOCK E WISHART ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,3/10/2017 5:33:00 PM,12,33,0,57,-75.113,39.9947
703,24,2,2/3/2017 12:45:00 AM,3100 BLOCK E ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,2/3/2017 12:45:00 AM,19,45,0,62,-75.1197,39.9957
704,24,2,3/5/2017 11:37:00 PM,3000 BLOCK RUTH ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,3/5/2017 11:37:00 PM,18,37,0,74,-75.1158,39.9946
705,24,2,3/28/2017 9:14:00 AM,1800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,3/28/2017 9:14:00 AM,5,14,0,79,-75.1134,39.9965
706,24,2,7/24/2017 4:27:00 AM,1900 BLOCK E ELKHART ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,7/24/2017 4:27:00 AM,0,27,0,80,-75.1152,39.9926
707,24,2,2/19/2017 12:07:00 AM,3100 BLOCK HARTVILLE ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,2/19/2017 12:07:00 AM,19,7,0,85,-75.12,39.9965
708,24,2,8/8/2017 12:08:00 PM,3000 BLOCK JOYCE ST,600,Thefts,EPD,242,Property Crime,Larceny,8/8/2017 12:08:00 PM,8,8,0,86,-75.1136,39.9924
709,24,2,2/3/2017 11:58:00 AM,2900 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,2/3/2017 11:58:00 AM,6,58,0,87,-75.1199,39.9929
710,24,2,3/15/2017 2:07:00 AM,700 BLOCK E ALLEGHENY AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,3/15/2017 2:07:00 AM,22,7,0,90,-75.1174,39.997
711,24,2,4/21/2017 5:34:00 PM,1800 BLOCK E CLEARFIELD ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,4/21/2017 5:34:00 PM,13,34,0,92,-75.1158,39.9951
712,24,2,10/1/2017 10:38:00 PM,3100 BLOCK REACH ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,10/1/2017 10:38:00 PM,18,38,0,93,-75.116,39.9961
713,24,2,9/5/2017 1:26:00 PM,3100 BLOCK RORER ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,9/5/2017 1:26:00 PM,9,26,0,94,-75.1207,39.9958
714,24,2,7/14/2017 3:41:00 AM,3100 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,7/14/2017 3:41:00 AM,23,41,0,95,-75.1158,39.9952
715,24,2,6/29/2017 1:08:00 PM,3000 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,6/29/2017 1:08:00 PM,9,8,0,97,-75.1164,39.9948
716,24,2,6/18/2017 7:30:00 PM,3100 BLOCK KENSINGTON AVE,500,Burglary Non-Residential,EPD,242,Property Crime,Burglary,6/18/2017 7:30:00 PM,15,30,0,114,-75.115,39.9955
717,24,2,10/22/2017 5:37:00 PM,3000 BLOCK RUTH ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,10/22/2017 5:37:00 PM,13,37,0,126,-75.117,39.9939
718,24,2,1/6/2017 9:12:00 PM,3000 BLOCK E ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,1/6/2017 9:12:00 PM,16,12,0,129,-75.1199,39.9951
719,24,2,6/19/2017 12:55:00 PM,3100 BLOCK WEYMOUTH ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,6/19/2017 12:55:00 PM,8,55,0,136,-75.1172,39.9957
720,24,2,8/19/2017 3:27:00 AM,1800 BLOCK E LIPPINCOTT ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,8/19/2017 3:27:00 AM,23,27,0,138,-75.1142,39.9957
721,24,2,7/3/2017 5:22:00 PM,1800 BLOCK E CAMBRIA ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,7/3/2017 5:22:00 PM,13,22,0,141,-75.1194,39.9917
722,24,2,12/23/2017 9:54:00 AM,3100 BLOCK JASPER ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,12/23/2017 9:54:00 AM,4,54,0,151,-75.1147,39.9939
723,24,2,12/1/2017 10:37:00 PM,3000 BLOCK BRADDOCK ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,12/1/2017 10:37:00 PM,17,37,0,155,-75.1134,39.9921
724,24,2,9/8/2017 6:42:00 PM,3100 BLOCK E ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,9/8/2017 6:42:00 PM,14,42,0,156,-75.1195,39.9966
725,24,2,10/28/2017 12:38:00 PM,1800 BLOCK E MONMOUTH ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,10/28/2017 12:38:00 PM,8,38,0,159,-75.1197,39.993
726,24,2,4/20/2017 11:35:00 AM,3100 BLOCK RUTH ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,4/20/2017 11:35:00 AM,7,35,0,175,-75.1152,39.995
727,24,2,1/12/2017 5:33:00 AM,800 BLOCK E ALLEGHENY AVE,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,1/12/2017 5:33:00 AM,0,33,0,180,-75.1154,39.9967
728,24,2,4/29/2017 10:46:00 PM,3000 BLOCK KENSINGTON AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,4/29/2017 10:46:00 PM,18,46,0,189,-75.118,39.994
729,24,2,9/22/2017 8:22:00 AM,500 BLOCK E CAMBRIA ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,9/22/2017 8:22:00 AM,4,22,0,193,-75.1216,39.9928
730,24,2,1/4/2017 1:33:00 PM,3000 BLOCK EMERALD ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,1/4/2017 1:33:00 PM,8,33,0,195,-75.1156,39.9921
731,24,2,4/28/2017 1:59:00 PM,2900 BLOCK RORER ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,4/28/2017 1:59:00 PM,9,59,0,197,-75.1213,39.9931
732,24,2,2/28/2017 11:54:00 AM,800 BLOCK E ALLEGHENY AVE,700,Recovered Stolen Motor Vehicle,EPD,241,Property Crime,MV Theft,2/28/2017 11:54:00 AM,6,54,0,198,-75.1142,39.9966
733,24,2,2/10/2017 3:45:00 AM,1900 BLOCK E BIRCH ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,2/10/2017 3:45:00 AM,22,45,0,202,-75.1179,39.9921
734,24,2,7/5/2017 10:44:00 PM,3000 BLOCK N E ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,7/5/2017 10:44:00 PM,18,44,0,203,-75.1199,39.9947
735,24,2,7/27/2017 9:15:00 AM,3000 BLOCK RUTH ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,7/27/2017 9:15:00 AM,5,15,0,205,-75.1178,39.9935
736,24,2,3/26/2017 12:07:00 PM,2900 BLOCK RUTH ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,3/26/2017 12:07:00 PM,8,7,0,207,-75.12,39.9923
737,24,2,7/19/2017 6:46:00 AM,2900 BLOCK RUTH ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,7/19/2017 6:46:00 AM,2,46,0,207,-75.1184,39.9931
738,24,2,10/20/2017 12:34:00 AM,3100 BLOCK CUSTER ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,10/20/2017 12:34:00 AM,20,34,0,207,-75.1168,39.9953
739,24,2,10/29/2017 3:17:00 AM,3000 BLOCK EMERALD ST,600,Thefts,EPD,242,Property Crime,Larceny,10/29/2017 3:17:00 AM,23,17,0,207,-75.1167,39.9915
740,24,2,6/5/2017 8:32:00 PM,2900 BLOCK KENSINGTON AVE,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,6/5/2017 8:32:00 PM,16,32,0,209,-75.1194,39.9931
741,24,2,11/24/2017 1:06:00 AM,1900 BLOCK E LIPPINCOTT ST,600,Thefts,EPD,242,Property Crime,Larceny,11/24/2017 1:06:00 AM,20,6,0,217,-75.1135,39.9944
742,24,2,6/30/2017 4:51:00 PM,3000 BLOCK E ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,6/30/2017 4:51:00 PM,12,51,0,217,-75.12,39.9942
743,24,2,2/10/2017 1:37:00 AM,3000 BLOCK RORER ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,2/10/2017 1:37:00 AM,20,37,0,230,-75.1208,39.9947
744,24,2,8/18/2017 4:38:00 PM,HART LA / KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,8/18/2017 4:38:00 PM,12,38,0,233,-75.1215,39.992
745,24,2,4/19/2017 9:14:00 AM,1800 BLOCK E ORLEANS ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,4/19/2017 9:14:00 AM,5,14,0,237,-75.1177,39.9929
746,24,2,5/22/2017 12:35:00 AM,700 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,5/22/2017 12:35:00 AM,20,35,0,240,-75.1174,39.997
747,24,2,10/11/2017 5:40:00 PM,KENSINGTON AV / E ALLEGHENY AV,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,10/11/2017 5:40:00 PM,13,40,0,249,-75.1134,39.9965
748,24,2,6/6/2017 1:05:00 PM,1900 BLOCK E ELKHART ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,6/6/2017 1:05:00 PM,9,5,0,256,-75.1151,39.9926
749,24,2,5/11/2017 8:49:00 PM,3000 BLOCK E ST,600,Thefts,EPD,242,Property Crime,Larceny,5/11/2017 8:49:00 PM,16,49,0,263,-75.12,39.9942
750,24,2,10/30/2017 11:06:00 AM,1900 BLOCK E CLEMENTINE ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,10/30/2017 11:06:00 AM,7,6,0,294,-75.1141,39.9942
751,24,2,5/3/2017 3:59:00 AM,3000 BLOCK F ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,5/3/2017 3:59:00 AM,23,59,0,309,-75.1181,39.994
752,24,2,8/28/2017 3:00:00 PM,600 BLOCK E CLEMENTINE ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,8/28/2017 3:00:00 PM,11,0,0,309,-75.1187,39.9959
753,24,2,12/22/2017 5:32:00 PM,1900 BLOCK E MONMOUTH ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,12/22/2017 5:32:00 PM,12,32,0,311,-75.1182,39.9914
754,24,2,12/22/2017 5:49:00 AM,3000 BLOCK KENSINGTON AVE,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,12/22/2017 5:49:00 AM,0,49,0,314,-75.1181,39.9938
